first_name,last_name,gender,date_of_birth,admission_number,roll_number,admission_date,academic_year_id,class_id,section_id
Student0,Last0,MALE,2015-05-15,ADM_CH_0,0,2026-06-01,56580ceb-b8c0-4edd-bdaa-c96eda1616af,983681ea-31e4-4d7d-ab1a-df40a4d8a0ba,10ed4977-31cd-4b53-b9af-f4f9f1210c3e
Student1,Last1,MALE,2015-05-15,ADM_CH_1,1,2026-06-01,56580ceb-b8c0-4edd-bdaa-c96eda1616af,983681ea-31e4-4d7d-ab1a-df40a4d8a0ba,10ed4977-31cd-4b53-b9af-f4f9f1210c3e
Student2,Last2,MALE,2015-05-15,ADM_CH_2,2,2026-06-01,56580ceb-b8c0-4edd-bdaa-c96eda1616af,983681ea-31e4-4d7d-ab1a-df40a4d8a0ba,10ed4977-31cd-4b53-b9af-f4f9f1210c3e
Student3,Last3,MALE,2015-05-15,ADM_CH_3,3,2026-06-01,56580ceb-b8c0-4edd-bdaa-c96eda1616af,983681ea-31e4-4d7d-ab1a-df40a4d8a0ba,10ed4977-31cd-4b53-b9af-f4f9f1210c3e
Student4,Last4,MALE,2015-05-15,ADM_CH_4,4,2026-06-01,56580ceb-b8c0-4edd-bdaa-c96eda1616af,983681ea-31e4-4d7d-ab1a-df40a4d8a0ba,10ed4977-31cd-4b53-b9af-f4f9f1210c3e
Student5,Last5,MALE,2015-05-15,ADM_CH_5,5,2026-06-01,56580ceb-b8c0-4edd-bdaa-c96eda1616af,983681ea-31e4-4d7d-ab1a-df40a4d8a0ba,10ed4977-31cd-4b53-b9af-f4f9f1210c3e
Student6,Last6,MALE,2015-05-15,ADM_CH_6,6,2026-06-01,56580ceb-b8c0-4edd-bdaa-c96eda1616af,983681ea-31e4-4d7d-ab1a-df40a4d8a0ba,10ed4977-31cd-4b53-b9af-f4f9f1210c3e
Student7,Last7,MALE,2015-05-15,ADM_CH_7,7,2026-06-01,56580ceb-b8c0-4edd-bdaa-c96eda1616af,983681ea-31e4-4d7d-ab1a-df40a4d8a0ba,10ed4977-31cd-4b53-b9af-f4f9f1210c3e
Student8,Last8,MALE,2015-05-15,ADM_CH_8,8,2026-06-01,56580ceb-b8c0-4edd-bdaa-c96eda1616af,983681ea-31e4-4d7d-ab1a-df40a4d8a0ba,10ed4977-31cd-4b53-b9af-f4f9f1210c3e
Student9,Last9,MALE,2015-05-15,ADM_CH_9,9,2026-06-01,56580ceb-b8c0-4edd-bdaa-c96eda1616af,983681ea-31e4-4d7d-ab1a-df40a4d8a0ba,10ed4977-31cd-4b53-b9af-f4f9f1210c3e
Student10,Last10,MALE,2015-05-15,ADM_CH_10,10,2026-06-01,56580ceb-b8c0-4edd-bdaa-c96eda1616af,983681ea-31e4-4d7d-ab1a-df40a4d8a0ba,10ed4977-31cd-4b53-b9af-f4f9f1210c3e
Student11,Last11,MALE,2015-05-15,ADM_CH_11,11,2026-06-01,56580ceb-b8c0-4edd-bdaa-c96eda1616af,983681ea-31e4-4d7d-ab1a-df40a4d8a0ba,10ed4977-31cd-4b53-b9af-f4f9f1210c3e
Student12,Last12,MALE,2015-05-15,ADM_CH_12,12,2026-06-01,56580ceb-b8c0-4edd-bdaa-c96eda1616af,983681ea-31e4-4d7d-ab1a-df40a4d8a0ba,10ed4977-31cd-4b53-b9af-f4f9f1210c3e
Student13,Last13,MALE,2015-05-15,ADM_CH_13,13,2026-06-01,56580ceb-b8c0-4edd-bdaa-c96eda1616af,983681ea-31e4-4d7d-ab1a-df40a4d8a0ba,10ed4977-31cd-4b53-b9af-f4f9f1210c3e
Student14,Last14,MALE,2015-05-15,ADM_CH_14,14,2026-06-01,56580ceb-b8c0-4edd-bdaa-c96eda1616af,983681ea-31e4-4d7d-ab1a-df40a4d8a0ba,10ed4977-31cd-4b53-b9af-f4f9f1210c3e
Student15,Last15,MALE,2015-05-15,ADM_CH_15,15,2026-06-01,56580ceb-b8c0-4edd-bdaa-c96eda1616af,983681ea-31e4-4d7d-ab1a-df40a4d8a0ba,10ed4977-31cd-4b53-b9af-f4f9f1210c3e
Student16,Last16,MALE,2015-05-15,ADM_CH_16,16,2026-06-01,56580ceb-b8c0-4edd-bdaa-c96eda1616af,983681ea-31e4-4d7d-ab1a-df40a4d8a0ba,10ed4977-31cd-4b53-b9af-f4f9f1210c3e
Student17,Last17,MALE,2015-05-15,ADM_CH_17,17,2026-06-01,56580ceb-b8c0-4edd-bdaa-c96eda1616af,983681ea-31e4-4d7d-ab1a-df40a4d8a0ba,10ed4977-31cd-4b53-b9af-f4f9f1210c3e
Student18,Last18,MALE,2015-05-15,ADM_CH_18,18,2026-06-01,56580ceb-b8c0-4edd-bdaa-c96eda1616af,983681ea-31e4-4d7d-ab1a-df40a4d8a0ba,10ed4977-31cd-4b53-b9af-f4f9f1210c3e
Student19,Last19,MALE,2015-05-15,ADM_CH_19,19,2026-06-01,56580ceb-b8c0-4edd-bdaa-c96eda1616af,983681ea-31e4-4d7d-ab1a-df40a4d8a0ba,10ed4977-31cd-4b53-b9af-f4f9f1210c3e
Student20,Last20,MALE,2015-05-15,ADM_CH_20,20,2026-06-01,56580ceb-b8c0-4edd-bdaa-c96eda1616af,983681ea-31e4-4d7d-ab1a-df40a4d8a0ba,10ed4977-31cd-4b53-b9af-f4f9f1210c3e
Student21,Last21,MALE,2015-05-15,ADM_CH_21,21,2026-06-01,56580ceb-b8c0-4edd-bdaa-c96eda1616af,983681ea-31e4-4d7d-ab1a-df40a4d8a0ba,10ed4977-31cd-4b53-b9af-f4f9f1210c3e
Student22,Last22,MALE,2015-05-15,ADM_CH_22,22,2026-06-01,56580ceb-b8c0-4edd-bdaa-c96eda1616af,983681ea-31e4-4d7d-ab1a-df40a4d8a0ba,10ed4977-31cd-4b53-b9af-f4f9f1210c3e
Student23,Last23,MALE,2015-05-15,ADM_CH_23,23,2026-06-01,56580ceb-b8c0-4edd-bdaa-c96eda1616af,983681ea-31e4-4d7d-ab1a-df40a4d8a0ba,10ed4977-31cd-4b53-b9af-f4f9f1210c3e
Student24,Last24,MALE,2015-05-15,ADM_CH_24,24,2026-06-01,56580ceb-b8c0-4edd-bdaa-c96eda1616af,983681ea-31e4-4d7d-ab1a-df40a4d8a0ba,10ed4977-31cd-4b53-b9af-f4f9f1210c3e
Student25,Last25,MALE,2015-05-15,ADM_CH_25,25,2026-06-01,56580ceb-b8c0-4edd-bdaa-c96eda1616af,983681ea-31e4-4d7d-ab1a-df40a4d8a0ba,10ed4977-31cd-4b53-b9af-f4f9f1210c3e
Student26,Last26,MALE,2015-05-15,ADM_CH_26,26,2026-06-01,56580ceb-b8c0-4edd-bdaa-c96eda1616af,983681ea-31e4-4d7d-ab1a-df40a4d8a0ba,10ed4977-31cd-4b53-b9af-f4f9f1210c3e
Student27,Last27,MALE,2015-05-15,ADM_CH_27,27,2026-06-01,56580ceb-b8c0-4edd-bdaa-c96eda1616af,983681ea-31e4-4d7d-ab1a-df40a4d8a0ba,10ed4977-31cd-4b53-b9af-f4f9f1210c3e
Student28,Last28,MALE,2015-05-15,ADM_CH_28,28,2026-06-01,56580ceb-b8c0-4edd-bdaa-c96eda1616af,983681ea-31e4-4d7d-ab1a-df40a4d8a0ba,10ed4977-31cd-4b53-b9af-f4f9f1210c3e
Student29,Last29,MALE,2015-05-15,ADM_CH_29,29,2026-06-01,56580ceb-b8c0-4edd-bdaa-c96eda1616af,983681ea-31e4-4d7d-ab1a-df40a4d8a0ba,10ed4977-31cd-4b53-b9af-f4f9f1210c3e
Student30,Last30,MALE,2015-05-15,ADM_CH_30,30,2026-06-01,56580ceb-b8c0-4edd-bdaa-c96eda1616af,983681ea-31e4-4d7d-ab1a-df40a4d8a0ba,10ed4977-31cd-4b53-b9af-f4f9f1210c3e
Student31,Last31,MALE,2015-05-15,ADM_CH_31,31,2026-06-01,56580ceb-b8c0-4edd-bdaa-c96eda1616af,983681ea-31e4-4d7d-ab1a-df40a4d8a0ba,10ed4977-31cd-4b53-b9af-f4f9f1210c3e
Student32,Last32,MALE,2015-05-15,ADM_CH_32,32,2026-06-01,56580ceb-b8c0-4edd-bdaa-c96eda1616af,983681ea-31e4-4d7d-ab1a-df40a4d8a0ba,10ed4977-31cd-4b53-b9af-f4f9f1210c3e
Student33,Last33,MALE,2015-05-15,ADM_CH_33,33,2026-06-01,56580ceb-b8c0-4edd-bdaa-c96eda1616af,983681ea-31e4-4d7d-ab1a-df40a4d8a0ba,10ed4977-31cd-4b53-b9af-f4f9f1210c3e
Student34,Last34,MALE,2015-05-15,ADM_CH_34,34,2026-06-01,56580ceb-b8c0-4edd-bdaa-c96eda1616af,983681ea-31e4-4d7d-ab1a-df40a4d8a0ba,10ed4977-31cd-4b53-b9af-f4f9f1210c3e
Student35,Last35,MALE,2015-05-15,ADM_CH_35,35,2026-06-01,56580ceb-b8c0-4edd-bdaa-c96eda1616af,983681ea-31e4-4d7d-ab1a-df40a4d8a0ba,10ed4977-31cd-4b53-b9af-f4f9f1210c3e
Student36,Last36,MALE,2015-05-15,ADM_CH_36,36,2026-06-01,56580ceb-b8c0-4edd-bdaa-c96eda1616af,983681ea-31e4-4d7d-ab1a-df40a4d8a0ba,10ed4977-31cd-4b53-b9af-f4f9f1210c3e
Student37,Last37,MALE,2015-05-15,ADM_CH_37,37,2026-06-01,56580ceb-b8c0-4edd-bdaa-c96eda1616af,983681ea-31e4-4d7d-ab1a-df40a4d8a0ba,10ed4977-31cd-4b53-b9af-f4f9f1210c3e
Student38,Last38,MALE,2015-05-15,ADM_CH_38,38,2026-06-01,56580ceb-b8c0-4edd-bdaa-c96eda1616af,983681ea-31e4-4d7d-ab1a-df40a4d8a0ba,10ed4977-31cd-4b53-b9af-f4f9f1210c3e
Student39,Last39,MALE,2015-05-15,ADM_CH_39,39,2026-06-01,56580ceb-b8c0-4edd-bdaa-c96eda1616af,983681ea-31e4-4d7d-ab1a-df40a4d8a0ba,10ed4977-31cd-4b53-b9af-f4f9f1210c3e
Student40,Last40,MALE,2015-05-15,ADM_CH_40,40,2026-06-01,56580ceb-b8c0-4edd-bdaa-c96eda1616af,983681ea-31e4-4d7d-ab1a-df40a4d8a0ba,10ed4977-31cd-4b53-b9af-f4f9f1210c3e
Student41,Last41,MALE,2015-05-15,ADM_CH_41,41,2026-06-01,56580ceb-b8c0-4edd-bdaa-c96eda1616af,983681ea-31e4-4d7d-ab1a-df40a4d8a0ba,10ed4977-31cd-4b53-b9af-f4f9f1210c3e
Student42,Last42,MALE,2015-05-15,ADM_CH_42,42,2026-06-01,56580ceb-b8c0-4edd-bdaa-c96eda1616af,983681ea-31e4-4d7d-ab1a-df40a4d8a0ba,10ed4977-31cd-4b53-b9af-f4f9f1210c3e
Student43,Last43,MALE,2015-05-15,ADM_CH_43,43,2026-06-01,56580ceb-b8c0-4edd-bdaa-c96eda1616af,983681ea-31e4-4d7d-ab1a-df40a4d8a0ba,10ed4977-31cd-4b53-b9af-f4f9f1210c3e
Student44,Last44,MALE,2015-05-15,ADM_CH_44,44,2026-06-01,56580ceb-b8c0-4edd-bdaa-c96eda1616af,983681ea-31e4-4d7d-ab1a-df40a4d8a0ba,10ed4977-31cd-4b53-b9af-f4f9f1210c3e
Student45,Last45,MALE,2015-05-15,ADM_CH_45,45,2026-06-01,56580ceb-b8c0-4edd-bdaa-c96eda1616af,983681ea-31e4-4d7d-ab1a-df40a4d8a0ba,10ed4977-31cd-4b53-b9af-f4f9f1210c3e
Student46,Last46,MALE,2015-05-15,ADM_CH_46,46,2026-06-01,56580ceb-b8c0-4edd-bdaa-c96eda1616af,983681ea-31e4-4d7d-ab1a-df40a4d8a0ba,10ed4977-31cd-4b53-b9af-f4f9f1210c3e
Student47,Last47,MALE,2015-05-15,ADM_CH_47,47,2026-06-01,56580ceb-b8c0-4edd-bdaa-c96eda1616af,983681ea-31e4-4d7d-ab1a-df40a4d8a0ba,10ed4977-31cd-4b53-b9af-f4f9f1210c3e
Student48,Last48,MALE,2015-05-15,ADM_CH_48,48,2026-06-01,56580ceb-b8c0-4edd-bdaa-c96eda1616af,983681ea-31e4-4d7d-ab1a-df40a4d8a0ba,10ed4977-31cd-4b53-b9af-f4f9f1210c3e
Student49,Last49,MALE,2015-05-15,ADM_CH_49,49,2026-06-01,56580ceb-b8c0-4edd-bdaa-c96eda1616af,983681ea-31e4-4d7d-ab1a-df40a4d8a0ba,10ed4977-31cd-4b53-b9af-f4f9f1210c3e
Student50,Last50,MALE,2015-05-15,ADM_CH_50,50,2026-06-01,56580ceb-b8c0-4edd-bdaa-c96eda1616af,983681ea-31e4-4d7d-ab1a-df40a4d8a0ba,10ed4977-31cd-4b53-b9af-f4f9f1210c3e
Student51,Last51,MALE,2015-05-15,ADM_CH_51,51,2026-06-01,56580ceb-b8c0-4edd-bdaa-c96eda1616af,983681ea-31e4-4d7d-ab1a-df40a4d8a0ba,10ed4977-31cd-4b53-b9af-f4f9f1210c3e
Student52,Last52,MALE,2015-05-15,ADM_CH_52,52,2026-06-01,56580ceb-b8c0-4edd-bdaa-c96eda1616af,983681ea-31e4-4d7d-ab1a-df40a4d8a0ba,10ed4977-31cd-4b53-b9af-f4f9f1210c3e
Student53,Last53,MALE,2015-05-15,ADM_CH_53,53,2026-06-01,56580ceb-b8c0-4edd-bdaa-c96eda1616af,983681ea-31e4-4d7d-ab1a-df40a4d8a0ba,10ed4977-31cd-4b53-b9af-f4f9f1210c3e
Student54,Last54,MALE,2015-05-15,ADM_CH_54,54,2026-06-01,56580ceb-b8c0-4edd-bdaa-c96eda1616af,983681ea-31e4-4d7d-ab1a-df40a4d8a0ba,10ed4977-31cd-4b53-b9af-f4f9f1210c3e
Student55,Last55,MALE,2015-05-15,ADM_CH_55,55,2026-06-01,56580ceb-b8c0-4edd-bdaa-c96eda1616af,983681ea-31e4-4d7d-ab1a-df40a4d8a0ba,10ed4977-31cd-4b53-b9af-f4f9f1210c3e
Student56,Last56,MALE,2015-05-15,ADM_CH_56,56,2026-06-01,56580ceb-b8c0-4edd-bdaa-c96eda1616af,983681ea-31e4-4d7d-ab1a-df40a4d8a0ba,10ed4977-31cd-4b53-b9af-f4f9f1210c3e
Student57,Last57,MALE,2015-05-15,ADM_CH_57,57,2026-06-01,56580ceb-b8c0-4edd-bdaa-c96eda1616af,983681ea-31e4-4d7d-ab1a-df40a4d8a0ba,10ed4977-31cd-4b53-b9af-f4f9f1210c3e
Student58,Last58,MALE,2015-05-15,ADM_CH_58,58,2026-06-01,56580ceb-b8c0-4edd-bdaa-c96eda1616af,983681ea-31e4-4d7d-ab1a-df40a4d8a0ba,10ed4977-31cd-4b53-b9af-f4f9f1210c3e
Student59,Last59,MALE,2015-05-15,ADM_CH_59,59,2026-06-01,56580ceb-b8c0-4edd-bdaa-c96eda1616af,983681ea-31e4-4d7d-ab1a-df40a4d8a0ba,10ed4977-31cd-4b53-b9af-f4f9f1210c3e
Student60,Last60,MALE,2015-05-15,ADM_CH_60,60,2026-06-01,56580ceb-b8c0-4edd-bdaa-c96eda1616af,983681ea-31e4-4d7d-ab1a-df40a4d8a0ba,10ed4977-31cd-4b53-b9af-f4f9f1210c3e
Student61,Last61,MALE,2015-05-15,ADM_CH_61,61,2026-06-01,56580ceb-b8c0-4edd-bdaa-c96eda1616af,983681ea-31e4-4d7d-ab1a-df40a4d8a0ba,10ed4977-31cd-4b53-b9af-f4f9f1210c3e
Student62,Last62,MALE,2015-05-15,ADM_CH_62,62,2026-06-01,56580ceb-b8c0-4edd-bdaa-c96eda1616af,983681ea-31e4-4d7d-ab1a-df40a4d8a0ba,10ed4977-31cd-4b53-b9af-f4f9f1210c3e
Student63,Last63,MALE,2015-05-15,ADM_CH_63,63,2026-06-01,56580ceb-b8c0-4edd-bdaa-c96eda1616af,983681ea-31e4-4d7d-ab1a-df40a4d8a0ba,10ed4977-31cd-4b53-b9af-f4f9f1210c3e
Student64,Last64,MALE,2015-05-15,ADM_CH_64,64,2026-06-01,56580ceb-b8c0-4edd-bdaa-c96eda1616af,983681ea-31e4-4d7d-ab1a-df40a4d8a0ba,10ed4977-31cd-4b53-b9af-f4f9f1210c3e
Student65,Last65,MALE,2015-05-15,ADM_CH_65,65,2026-06-01,56580ceb-b8c0-4edd-bdaa-c96eda1616af,983681ea-31e4-4d7d-ab1a-df40a4d8a0ba,10ed4977-31cd-4b53-b9af-f4f9f1210c3e
Student66,Last66,MALE,2015-05-15,ADM_CH_66,66,2026-06-01,56580ceb-b8c0-4edd-bdaa-c96eda1616af,983681ea-31e4-4d7d-ab1a-df40a4d8a0ba,10ed4977-31cd-4b53-b9af-f4f9f1210c3e
Student67,Last67,MALE,2015-05-15,ADM_CH_67,67,2026-06-01,56580ceb-b8c0-4edd-bdaa-c96eda1616af,983681ea-31e4-4d7d-ab1a-df40a4d8a0ba,10ed4977-31cd-4b53-b9af-f4f9f1210c3e
Student68,Last68,MALE,2015-05-15,ADM_CH_68,68,2026-06-01,56580ceb-b8c0-4edd-bdaa-c96eda1616af,983681ea-31e4-4d7d-ab1a-df40a4d8a0ba,10ed4977-31cd-4b53-b9af-f4f9f1210c3e
Student69,Last69,MALE,2015-05-15,ADM_CH_69,69,2026-06-01,56580ceb-b8c0-4edd-bdaa-c96eda1616af,983681ea-31e4-4d7d-ab1a-df40a4d8a0ba,10ed4977-31cd-4b53-b9af-f4f9f1210c3e
Student70,Last70,MALE,2015-05-15,ADM_CH_70,70,2026-06-01,56580ceb-b8c0-4edd-bdaa-c96eda1616af,983681ea-31e4-4d7d-ab1a-df40a4d8a0ba,10ed4977-31cd-4b53-b9af-f4f9f1210c3e
Student71,Last71,MALE,2015-05-15,ADM_CH_71,71,2026-06-01,56580ceb-b8c0-4edd-bdaa-c96eda1616af,983681ea-31e4-4d7d-ab1a-df40a4d8a0ba,10ed4977-31cd-4b53-b9af-f4f9f1210c3e
Student72,Last72,MALE,2015-05-15,ADM_CH_72,72,2026-06-01,56580ceb-b8c0-4edd-bdaa-c96eda1616af,983681ea-31e4-4d7d-ab1a-df40a4d8a0ba,10ed4977-31cd-4b53-b9af-f4f9f1210c3e
Student73,Last73,MALE,2015-05-15,ADM_CH_73,73,2026-06-01,56580ceb-b8c0-4edd-bdaa-c96eda1616af,983681ea-31e4-4d7d-ab1a-df40a4d8a0ba,10ed4977-31cd-4b53-b9af-f4f9f1210c3e
Student74,Last74,MALE,2015-05-15,ADM_CH_74,74,2026-06-01,56580ceb-b8c0-4edd-bdaa-c96eda1616af,983681ea-31e4-4d7d-ab1a-df40a4d8a0ba,10ed4977-31cd-4b53-b9af-f4f9f1210c3e
Student75,Last75,MALE,2015-05-15,ADM_CH_75,75,2026-06-01,56580ceb-b8c0-4edd-bdaa-c96eda1616af,983681ea-31e4-4d7d-ab1a-df40a4d8a0ba,10ed4977-31cd-4b53-b9af-f4f9f1210c3e
Student76,Last76,MALE,2015-05-15,ADM_CH_76,76,2026-06-01,56580ceb-b8c0-4edd-bdaa-c96eda1616af,983681ea-31e4-4d7d-ab1a-df40a4d8a0ba,10ed4977-31cd-4b53-b9af-f4f9f1210c3e
Student77,Last77,MALE,2015-05-15,ADM_CH_77,77,2026-06-01,56580ceb-b8c0-4edd-bdaa-c96eda1616af,983681ea-31e4-4d7d-ab1a-df40a4d8a0ba,10ed4977-31cd-4b53-b9af-f4f9f1210c3e
Student78,Last78,MALE,2015-05-15,ADM_CH_78,78,2026-06-01,56580ceb-b8c0-4edd-bdaa-c96eda1616af,983681ea-31e4-4d7d-ab1a-df40a4d8a0ba,10ed4977-31cd-4b53-b9af-f4f9f1210c3e
Student79,Last79,MALE,2015-05-15,ADM_CH_79,79,2026-06-01,56580ceb-b8c0-4edd-bdaa-c96eda1616af,983681ea-31e4-4d7d-ab1a-df40a4d8a0ba,10ed4977-31cd-4b53-b9af-f4f9f1210c3e
