first_name,last_name,gender,date_of_birth,admission_number,roll_number,admission_date,academic_year_id,class_id,section_id
Student0,Last0,MALE,2015-05-15,ADM_CH_0,0,2026-06-01,472dab41-e2c4-4de0-8888-5fd39be8c975,73958869-fd71-416c-9c35-d985285aaa2f,361922aa-bf77-4079-9182-dd69e75ce3a4
Student1,Last1,MALE,2015-05-15,ADM_CH_1,1,2026-06-01,472dab41-e2c4-4de0-8888-5fd39be8c975,73958869-fd71-416c-9c35-d985285aaa2f,361922aa-bf77-4079-9182-dd69e75ce3a4
Student2,Last2,MALE,2015-05-15,ADM_CH_2,2,2026-06-01,472dab41-e2c4-4de0-8888-5fd39be8c975,73958869-fd71-416c-9c35-d985285aaa2f,361922aa-bf77-4079-9182-dd69e75ce3a4
Student3,Last3,MALE,2015-05-15,ADM_CH_3,3,2026-06-01,472dab41-e2c4-4de0-8888-5fd39be8c975,73958869-fd71-416c-9c35-d985285aaa2f,361922aa-bf77-4079-9182-dd69e75ce3a4
Student4,Last4,MALE,2015-05-15,ADM_CH_4,4,2026-06-01,472dab41-e2c4-4de0-8888-5fd39be8c975,73958869-fd71-416c-9c35-d985285aaa2f,361922aa-bf77-4079-9182-dd69e75ce3a4
Student5,Last5,MALE,2015-05-15,ADM_CH_5,5,2026-06-01,472dab41-e2c4-4de0-8888-5fd39be8c975,73958869-fd71-416c-9c35-d985285aaa2f,361922aa-bf77-4079-9182-dd69e75ce3a4
Student6,Last6,MALE,2015-05-15,ADM_CH_6,6,2026-06-01,472dab41-e2c4-4de0-8888-5fd39be8c975,73958869-fd71-416c-9c35-d985285aaa2f,361922aa-bf77-4079-9182-dd69e75ce3a4
Student7,Last7,MALE,2015-05-15,ADM_CH_7,7,2026-06-01,472dab41-e2c4-4de0-8888-5fd39be8c975,73958869-fd71-416c-9c35-d985285aaa2f,361922aa-bf77-4079-9182-dd69e75ce3a4
Student8,Last8,MALE,2015-05-15,ADM_CH_8,8,2026-06-01,472dab41-e2c4-4de0-8888-5fd39be8c975,73958869-fd71-416c-9c35-d985285aaa2f,361922aa-bf77-4079-9182-dd69e75ce3a4
Student9,Last9,MALE,2015-05-15,ADM_CH_9,9,2026-06-01,472dab41-e2c4-4de0-8888-5fd39be8c975,73958869-fd71-416c-9c35-d985285aaa2f,361922aa-bf77-4079-9182-dd69e75ce3a4
